LotArea,GrLivArea,CentralAir,Cond,Qual,SalePrice
11333,1314,Y,5B,4B,128198.178695526
8462,1200,Y,5B,4B,176555.400912672
12376,864,Y,5B,4B,122287.821505708
9187,1056,Y,5B,4B,157719.279695259
4712,1602,Y,5B,4B,141515.657104347
13500,1496,N,5B,4B,151863.021214181
8400,1939,Y,5B,4B,139796.245691121
7064,1060,N,5B,4B,140951.881075129
12150,848,Y,5B,4B,138508.462296574
8198,1679,Y,5B,4B,135351.882909201
8544,789,Y,5B,4B,135094.477233176
3378,1895,Y,5B,4B,166513.584989838
17423,1742,Y,5B,4B,183871.875128288
12137,1505,Y,5B,4B,154580.572911668
10142,2452,Y,5B,4B,152764.840354386
7917,1053,Y,5B,4B,170585.663580914
8480,1131,Y,5B,4B,147230.340868635
5000,1337,Y,5B,4B,96535.4891501396
10918,1296,Y,5B,4B,166897.300795638
7758,2054,Y,5B,4B,138029.325426232
8125,1112,N,5B,4B,99865.9183584218
7922,1564,Y,5B,4B,144508.409840896
6600,1572,Y,5B,4B,157182.132099599
3010,1192,Y,5B,4B,103952.576955599
11645,1651,Y,5B,4B,172432.879424139
2117,2730,Y,5B,4B,141937.0803888
8635,1200,Y,5B,4B,150552.226826205
8765,1092,Y,5B,4B,107324.190405797
10603,2713,Y,5B,4B,169258.998049375
12327,2078,Y,5B,4B,190236.837456946
7200,2144,Y,5B,4B,153643.266216505
15750,1069,Y,5B,4B,161630.117924736
9672,1208,Y,5B,4B,160438.282099567
5684,784,Y,5B,4B,80055.6975006525
8877,1092,Y,5B,4B,202420.100271557
16285,988,Y,5B,4B,130881.150288032
9200,1120,Y,5B,4B,150388.484236154
13501,780,Y,5B,4B,150546.906573953
5820,2263,Y,5B,4B,127053.147489379
13006,1489,Y,5B,4B,154483.654933353
7446,1095,Y,5B,4B,91776.6654556653
1869,1250,Y,5B,4B,162802.610172338
10800,968,Y,5B,4B,150840.653036505
8160,2531,Y,5B,4B,190828.941007543
18800,2243,Y,5B,4B,189900.366823335
13265,1099,Y,5B,4B,165195.931654155
6780,2002,Y,5B,4B,194100.194670508
9100,1368,Y,5B,4B,140844.013286391
11184,1795,Y,5B,4B,133850.420108375
13472,1850,Y,5B,4B,177184.923179728
8400,1208,Y,5B,4B,194144.013111751
8400,1164,Y,5B,4B,140383.510362196
10667,1428,Y,5B,4B,159997.782442654
13518,752,Y,5B,4B,104164.231086906
12822,2296,Y,5B,4B,188367.922870309
9900,1626,Y,5B,4B,144406.665607156
13758,2087,Y,5B,4B,192788.773734199
6120,1855,Y,5B,4B,142646.518388988
10562,912,Y,5B,4B,137268.364192151
10859,1235,Y,5B,4B,127136.076392747
6000,996,Y,5B,4B,147202.404918544
9636,1533,Y,5B,4B,175803.812998818
2289,2554,Y,5B,4B,146284.236358115
10800,1192,Y,5B,4B,159012.647070435
8820,630,Y,5B,4B,99987.228919229
11216,1474,N,5B,4B,144715.763790011
8960,1472,Y,5B,4B,132638.783684491
9317,1040,Y,5B,4B,169883.084399548
12508,1067,Y,5B,4B,126976.528534058
14230,1479,Y,5B,4B,169194.777177204
11639,2119,Y,5B,4B,192048.892051659
8400,1935,Y,5B,4B,188469.172079669
11143,1328,Y,5B,4B,152730.096260983
8004,1192,Y,5B,4B,122099.655545215
11409,1203,N,5B,4B,145203.226679812
10200,2034,Y,5B,4B,148803.66835888
11425,1196,Y,5B,4B,121356.663922943
9920,2715,Y,5B,4B,208388.27349959
1300,1110,Y,5B,4B,134955.268642933
7930,1121,Y,5B,4B,109709.946923633
9938,1935,Y,5B,4B,152183.564250574
10970,1029,Y,5B,4B,108816.727406824
7990,1432,Y,5B,4B,137590.953459302
1869,1368,Y,5B,4B,110729.101417231
6600,1718,Y,5B,4B,154824.851931386
17503,1362,Y,5B,4B,138178.17125949
12692,2243,Y,5B,4B,223444.290990486
9937,2704,Y,5B,4B,217442.859592018
8892,2030,Y,5B,4B,189268.205298043
8125,1479,Y,5B,4B,140112.993077824
8640,968,Y,5B,4B,106835.783725278
10150,2374,Y,5B,4B,147843.156260312
1680,2452,Y,5B,4B,180909.744379572
8978,1852,Y,5B,4B,159157.104624825
12220,1971,Y,5B,4B,167415.4339964
10437,840,Y,5B,4B,143299.312956264
12464,800,Y,5B,4B,160665.388187576
25286,1144,Y,5B,4B,162487.735667893
9144,1430,Y,5B,4B,170709.474220658
12822,1682,Y,5B,4B,187958.437133747
8125,2069,Y,5B,4B,185224.772161048
8450,1040,Y,5B,4B,159324.292888168
3010,2046,Y,5B,4B,129629.781542059
11050,1919,Y,5B,4B,211653.343681561
10800,1441,Y,5B,4B,156768.364800827
11923,1717,Y,5B,4B,148826.124645607
13891,1464,Y,5B,4B,135532.439202564
1300,1603,Y,5B,4B,187730.443406658
16033,1092,Y,5B,4B,168417.114336981
11457,2520,Y,5B,4B,227363.512023451
9873,1872,N,5B,4B,153891.762339345
9450,904,Y,5B,4B,159861.251109987
9967,2473,Y,5B,4B,232875.878071624
4500,1340,Y,5B,4B,134200.619922144
4438,1337,Y,5B,4B,163709.824085664
215245,864,Y,5B,4B,173449.02927943
11000,1004,Y,5B,4B,105458.495741324
17104,1287,Y,5B,4B,186687.692340311
10791,784,Y,5B,4B,142009.070855863
5720,882,N,5B,4B,122865.982592149
12552,1340,Y,5B,4B,175561.736996757
9100,2376,Y,5B,4B,180674.708975867
9531,1316,N,5B,4B,164967.481548941
10452,1250,Y,5B,4B,132760.627816594
11988,1228,N,5B,4B,152070.411932706
9200,2060,Y,5B,4B,193238.504895789
8633,848,Y,5B,4B,131434.148327302
10289,1692,Y,5B,4B,165849.907706453
7937,803,Y,5B,4B,108143.786667495
6120,1116,Y,5B,4B,77758.9706837275
9100,2418,Y,5B,4B,188518.201655956
10010,1215,Y,5B,4B,133613.837192488
7200,1394,Y,5B,4B,138601.412570746
9187,729,Y,5B,4B,94319.2179146926
14006,2263,Y,5B,4B,174158.133564697
7642,1080,Y,5B,4B,125125.849628026
13837,1348,Y,5B,4B,113914.907377726
10005,1442,Y,5B,4B,160018.122750074
6240,1183,Y,5B,4B,142755.593238386
8400,1728,Y,5B,4B,138603.444733279
9098,1268,Y,5B,4B,127590.203333015
9120,1728,Y,5B,4B,149663.201546054
2289,1567,N,5B,4B,144021.629940791
5900,1644,Y,5B,4B,170515.290425743
9900,925,Y,5B,4B,118516.645927494
6858,1368,Y,5B,4B,145205.288964372
1680,894,Y,5B,4B,106190.601168986
1680,2554,Y,5B,4B,162788.791270824
1890,1040,Y,5B,4B,131336.496110676
7259,869,Y,5B,4B,199130.946645442
9750,2200,Y,5B,4B,146054.086130867
7700,2554,Y,5B,4B,176782.543219002
9000,1548,Y,5B,4B,117866.767541961
14154,858,Y,5B,4B,179137.382226216
11317,1656,Y,5B,4B,161015.478035601
7018,2418,Y,5B,4B,181865.657948058
6762,630,Y,5B,4B,114319.429814336
5232,1796,Y,5B,4B,170350.961660895
28698,1117,Y,5B,4B,130217.668237194
8846,1218,Y,5B,4B,153478.091158167
8640,1935,Y,5B,4B,205811.70334324
6120,964,Y,5B,4B,134143.480880802
8400,2084,Y,5B,4B,200307.421224124
10480,1266,Y,5B,4B,149610.038338466
13695,2082,Y,5B,4B,214168.076207613
6930,672,Y,5B,4B,153415.470844975
9453,1518,N,5B,4B,171315.115383593
8450,1140,Y,5B,4B,142118.262229032
8414,1080,Y,5B,4B,126538.178835756
9022,1904,Y,5B,4B,190292.251405408
8767,1960,Y,5B,4B,210150.633194075
10140,894,Y,5B,4B,182892.155805013
8885,2452,Y,5B,4B,201302.46878265
12227,1131,Y,5B,4B,116518.617317246
9873,1904,Y,5B,4B,179426.460306701
6240,1541,Y,5B,4B,174011.830654491
8750,1428,Y,5B,4B,162647.530237621
12464,1252,Y,5B,4B,155610.829383631
25286,902,Y,5B,4B,155281.812187104
9120,1680,Y,5B,4B,181071.903313903
21872,1944,Y,5B,4B,187672.657099288
8400,1476,Y,5B,4B,147780.841386987
14191,1652,Y,5B,4B,158044.647238619
12800,2172,Y,5B,4B,186928.638841047
7153,1593,Y,5B,4B,191757.938738475
14585,2144,Y,5B,4B,172085.380843776
9947,1095,Y,5B,4B,148396.294812204
11841,988,Y,5B,4B,129703.536845459
9525,2097,Y,5B,4B,191130.913012337
10570,1533,Y,5B,4B,191911.995051867
12416,1959,Y,5B,4B,170858.753740134
1680,1269,Y,5B,4B,142038.007542443
12137,1567,N,5B,4B,152453.871396508
10011,1456,Y,5B,4B,156156.39362434
8070,2149,Y,5B,4B,190369.957986411
8546,2515,Y,5B,4B,251841.435587096
22420,1682,Y,5B,4B,176435.906766723
8405,1077,Y,5B,4B,169074.647149587
14154,1228,Y,5B,4B,178954.16620646
9084,848,Y,5B,4B,172652.002452672
8520,987,Y,5B,4B,130481.303835525
13472,1520,N,8B,5B,146157.753536121
7590,2200,Y,8B,5B,138360.333091727
13568,1310,Y,8B,5B,103117.703628048
6300,2358,Y,8B,5B,183925.870491414
9450,1550,Y,8B,5B,126950.3766169
9236,1577,Y,8B,5B,134867.80659274
12800,894,Y,8B,5B,110051.989694634
22420,2028,Y,8B,5B,208767.977478301
1680,894,Y,8B,5B,112526.431932252
8750,1509,Y,8B,5B,134021.465717699
28698,1575,Y,8B,5B,171671.146816557
7050,1314,N,8B,5B,154712.387022254
5062,848,Y,8B,5B,88668.8782111586
12155,1652,Y,8B,5B,157165.168023045
8450,1337,Y,8B,5B,141424.312034286
8012,3608,Y,8B,5B,259220.141187447
7658,1344,Y,8B,5B,125367.491613319
14000,1477,Y,8B,5B,156098.950212115
8600,1414,Y,8B,5B,138402.560713104
9017,1291,Y,8B,5B,146174.027988295
8070,1709,N,8B,5B,155165.282976986
7920,988,Y,8B,5B,94617.354402258
10142,935,Y,8B,5B,116828.962153779
34650,912,Y,8B,5B,123218.854695505
8393,1212,Y,8B,5B,119599.281542292
9450,2531,Y,8B,5B,183722.436648225
8450,2612,Y,8B,5B,165131.499737025
11340,1080,Y,8B,5B,180715.252720469
9196,1391,Y,8B,5B,135471.224898999
15578,1387,Y,8B,5B,182287.28647849
8281,1336,Y,8B,5B,164718.822976616
10593,1510,N,8B,5B,158839.760562257
6960,1656,Y,8B,5B,161111.573552892
10452,1032,Y,8B,5B,122150.098655997
16059,1482,Y,8B,5B,179410.911832408
21535,1117,Y,8B,5B,184053.406983759
16059,1640,Y,8B,5B,172758.412457779
9200,1578,Y,8B,5B,155821.241295385
7800,1092,Y,8B,5B,124173.085209623
5784,1839,Y,8B,5B,214068.372742955
9600,1250,Y,8B,5B,155287.106978102
7200,1790,Y,8B,5B,148462.108897911
9000,1474,Y,8B,5B,150755.77952229
10400,1140,Y,8B,5B,100267.969366515
10386,1939,Y,8B,5B,152703.277320409
9375,1040,Y,8B,5B,130566.982094646
11787,1340,Y,8B,5B,150131.887441097
10778,1340,Y,8B,5B,147730.198917136
8765,1372,Y,8B,5B,162194.00805346
9591,1752,Y,8B,5B,176121.243353479
5063,784,Y,8B,5B,146825.519206431
11767,875,Y,8B,5B,182657.724970332
8123,1368,Y,8B,5B,138068.955972371
13286,1601,Y,8B,5B,183633.800973488
10420,694,Y,8B,5B,127765.159845732
4456,2132,Y,8B,5B,172444.135971807
6120,858,Y,8B,5B,147283.235621364
11184,1344,Y,8B,5B,204663.760255764
8475,1250,Y,8B,5B,176468.297183032
10237,1473,Y,8B,5B,160737.840068754
12224,1802,Y,8B,5B,193852.542855809
10335,864,Y,8B,5B,168031.86976928
1680,1796,Y,8B,5B,164555.3693872
10921,1297,Y,8B,5B,140068.693406378
11120,1053,Y,8B,5B,114940.841529136
13400,1801,Y,8B,5B,162186.298295442
10832,1102,Y,8B,5B,169409.738749693
3922,892,Y,8B,5B,149784.850810395
5820,2374,Y,8B,5B,195825.278594661
11120,1368,Y,8B,5B,118441.652907656
10335,1838,Y,8B,5B,165986.022446928
6240,1812,Y,8B,5B,146664.756342129
8880,1936,Y,8B,5B,214706.63776539
9317,1422,Y,8B,5B,179790.334067935
6324,2654,Y,8B,5B,151477.35836405
8470,1656,N,8B,5B,131672.671858704
6768,1097,Y,8B,5B,143029.015241695
2268,1743,Y,8B,5B,136940.752073371
9600,1728,Y,8B,5B,179775.893058365
9505,1768,N,8B,5B,205152.992005119
5000,864,Y,8B,5B,133027.217562807
8750,894,Y,8B,5B,103552.614471039
12354,2374,Y,8B,5B,197927.789223262
8990,1291,Y,8B,5B,146638.320162472
13418,1683,Y,8B,5B,172076.739494964
6930,1971,Y,8B,5B,194555.475173566
12144,912,Y,8B,5B,130761.795788634
14859,1344,Y,8B,5B,163236.123542849
5925,914,Y,8B,5B,166111.361659774
9320,1935,Y,8B,5B,168979.656856123
3675,1430,Y,8B,5B,169492.244890969
6130,1077,Y,8B,5B,162636.525875844
21750,1316,Y,8B,5B,168420.457611036
7064,1826,Y,8B,5B,190517.76580566
13474,1764,N,8B,5B,201082.353105192
10140,1004,Y,8B,5B,182231.634703662
11198,1801,Y,8B,5B,180370.955590126
8235,1500,Y,8B,5B,153500.532933971
8400,1802,Y,8B,5B,161317.275140141
10552,1733,Y,8B,5B,173489.972520426
9549,1110,Y,8B,5B,169920.212818788
15578,1144,Y,8B,5B,154158.920768338
10778,1469,Y,8B,5B,178217.108489812
7018,1414,Y,8B,5B,220283.610051653
7200,1484,Y,8B,5B,190027.159902208
5350,2730,Y,8B,5B,226973.525824789
10200,866,Y,8B,5B,119013.182783125
16033,1512,Y,8B,5B,159194.772507902
9525,1092,Y,8B,5B,110309.573488456
7758,987,Y,8B,5B,149279.179004799
9920,1709,Y,8B,5B,147658.632527012
7162,1203,Y,8B,5B,153979.297757926
1680,1135,Y,8B,5B,176310.569611936
8400,2515,Y,8B,5B,247681.848483737
9084,1915,Y,8B,5B,161007.468017532
16321,2775,Y,8B,5B,230682.729588102
10463,2060,Y,8B,5B,179376.574103843
215245,2402,Y,8B,5B,202596.776391518
25419,864,Y,8B,5B,119465.486894042
7000,1445,Y,8B,5B,113623.082294788
8767,1634,N,8B,5B,149591.414759857
10125,1350,Y,8B,5B,169901.82472804
5687,1445,Y,8B,5B,147416.281484915
9591,1092,N,8B,5B,182146.340438287
15578,1262,Y,8B,5B,178043.531122561
15426,1720,Y,8B,5B,198656.150650295
12150,1710,Y,8B,5B,181625.60559444
3600,1603,Y,8B,5B,148222.549708202
3182,334,N,8B,5B,122622.980736528
10659,2217,Y,8B,5B,174602.841429802
14006,1518,Y,8B,5B,210220.094822302
7200,1472,Y,8B,5B,131089.884937339
7472,1644,Y,8B,5B,205030.923689296
16659,1416,Y,8B,5B,160076.352684873
7050,1310,Y,8B,5B,156902.999485574
1596,1982,Y,8B,5B,225987.676471846
10650,907,Y,8B,5B,181810.27300531
5604,882,Y,8B,5B,158250.001416046
9991,2713,Y,8B,5B,212425.250106253
8877,864,Y,8B,5B,138245.657500533
4500,864,Y,8B,5B,130121.872282592
5000,1548,Y,3A,10B,258904.132912807
11341,1670,Y,3A,10B,211608.215719713
10920,1232,Y,3A,10B,215458.255686441
14859,1363,Y,3A,7B,111012.467749233
11457,1472,Y,3A,7B,92832.7875410052
8366,2080,Y,3A,7B,207364.323789179
45600,2243,Y,3A,7B,196697.388730328
4923,1573,Y,3A,7B,88153.196012088
46589,1250,Y,3A,7B,121200.431452066
8777,1131,Y,3A,7B,138449.300350234
8402,2057,Y,3A,7B,215842.48015641
9600,1915,Y,3A,7B,159500.359550404
14442,1148,Y,3A,7B,108916.057112166
9531,1052,Y,3A,7B,130263.744491658
1890,1458,N,3A,7B,122485.298637803
6930,1048,Y,3A,7B,133319.773161847
9297,970,Y,3A,7B,106044.190910424
9765,1358,N,3A,7B,105861.749257622
10656,1040,Y,3A,7B,176732.97942345
7945,1430,Y,3A,7B,154062.08942247
9000,1982,Y,3A,7B,174048.286602748
15602,1148,Y,3A,7B,147749.535418305
9600,1114,Y,3A,7B,102243.242355685
5790,1489,Y,3A,7B,188540.47971473
10800,1539,Y,3A,7B,123132.620990582
15660,1252,Y,3A,7B,158614.588974758
9900,1344,Y,3A,7B,101543.883781485
11050,2126,Y,3A,7B,167171.762193239
9790,1638,N,3A,7B,153345.062033297
8885,1250,Y,3A,7B,125347.620728555
11250,1541,N,3A,7B,169143.310380466
8795,2263,Y,3A,7B,193705.314127653
9950,1434,Y,3A,7B,200053.732995205
10084,1852,Y,3A,7B,221013.17439473
5687,2267,Y,3A,7B,225427.540656123
8892,1200,Y,3A,7B,121302.382899524
9066,1709,Y,3A,7B,228860.310334405
11911,1200,Y,3A,7B,113369.418983758
12011,1509,Y,3A,7B,221095.365285138
8712,2822,Y,3A,7B,285827.026618207
10800,1670,Y,3A,7B,217824.627530628
2268,971,Y,3A,7B,133212.007855868
10106,1774,Y,3A,7B,194571.616433017
10335,1962,Y,3A,7B,221402.326884605
9600,3222,Y,4B,9B,220167.563865673
14364,2643,Y,4B,9B,302454.775133489
10335,1992,Y,4B,9B,256827.185001141
7050,1196,Y,4B,9B,191251.14080907
7388,3112,Y,4B,9B,279522.448173133
11475,1750,Y,4B,9B,188203.798026783
8461,2002,Y,4B,9B,290002.511476775
4800,1639,Y,4B,9B,188031.981092432
9548,1574,Y,4B,9B,226986.972063692
1890,2046,Y,4B,9B,253953.833208041
9158,1561,Y,5B,9B,179025.223821361
6435,1539,Y,5B,9B,224297.174209146
7301,1080,Y,5B,9B,218979.174589733
9600,1200,Y,5B,9B,226713.789321885
215245,2034,Y,5B,9B,314334.571578473
10628,2153,Y,5B,9B,240049.256595403
13568,1547,Y,5B,9B,272229.286916111
6930,1163,Y,5B,9B,252433.388665198
9066,1576,Y,5B,9B,226157.841571248
9450,1004,N,5B,9B,150706.160737748
8800,2344,Y,5B,9B,300171.460287618
25286,2198,Y,5B,9B,230765.138176067
16647,1320,Y,5B,9B,196426.686900826
10140,1048,Y,5B,9B,166509.9977422
11457,832,Y,5B,9B,265050.513117643
13695,1802,Y,5B,9B,290061.550071324
5500,2084,N,5B,9B,252465.000834963
14762,1767,Y,5B,9B,218895.279920873
7658,1644,Y,5B,9B,193658.817521003
11600,2183,Y,5B,9B,331998.314072277
14587,2144,Y,5B,9B,304383.70657458
10530,1057,Y,5B,9B,194830.878507548
7200,1869,Y,5B,9B,234504.201981965
11616,965,Y,5B,9B,210412.866594538
21535,1904,Y,5B,9B,252925.691408967
8777,1416,N,5B,9B,201930.721255466
7134,1125,Y,5B,9B,244845.165941802
13472,1484,Y,5B,9B,231692.35769311
9855,2078,N,5B,9B,290884.880792801
10000,630,Y,5B,9B,200212.687890641
9018,1235,Y,5B,9B,222118.609156413
159000,1125,Y,5B,9B,189380.125000322
17671,1922,Y,5B,9B,257939.389441422
2592,1224,Y,5B,9B,160390.07501564
5232,902,Y,5B,9B,175446.953439756
21695,1668,Y,5B,9B,230851.788162188
13360,1680,Y,5B,9B,286525.531907453
6155,1718,Y,5B,9B,199746.542658895
8924,1476,Y,5B,9B,200986.741059733
7200,1661,Y,5B,9B,199163.378457015
215245,1959,Y,5B,9B,276559.524312618
5604,1717,Y,5B,9B,185094.679078958
9554,1670,Y,5B,9B,187474.850043865
9480,1518,Y,5B,9B,218414.265775448
21695,2320,Y,5B,9B,358781.991409969
32668,1117,Y,5B,9B,290094.84607043
4058,2098,Y,5B,9B,276956.828904713
9187,1663,Y,5B,9B,220764.453700435
10800,2713,Y,5B,9B,282544.119560926
13811,958,Y,5B,9B,241367.015347892
10159,2262,Y,5B,9B,332589.102066236
9590,767,Y,5B,9B,200034.505412883
6000,2230,Y,5B,9B,284565.247891976
14191,2097,Y,5B,9B,307735.053281956
10267,2183,Y,5B,9B,298393.471560147
7200,1144,Y,5B,9B,286144.220781755
4435,1344,Y,5B,9B,210429.26358311
6120,1276,Y,5B,9B,228574.012544147
12702,1647,Y,5B,9B,224762.386424825
8000,928,N,5B,9B,191122.09307293
13400,3194,Y,5B,9B,297829.321739226
7175,1028,Y,5B,9B,192171.482563604
14963,907,Y,5B,9B,343778.909135405
7150,1111,Y,5B,9B,240855.06917219
3010,1710,Y,5B,9B,195344.313128274
8521,1716,Y,5B,9B,235905.235346619
11050,1200,Y,5B,9B,219214.232566886
7420,2042,Y,5B,9B,280313.472495123
3500,1442,Y,5B,9B,196149.269880194
5100,1453,N,5B,9B,234842.696406227
17920,729,Y,5B,9B,197037.47971104
7200,1625,Y,5B,9B,197560.52011129
10382,1056,Y,5B,9B,190557.797959262
11888,754,Y,5B,9B,196273.61156232
2001,918,Y,5B,9B,227000.097505257
4435,1375,N,5B,9B,213571.960240198
11317,803,Y,5B,9B,201959.877143517
4058,1015,Y,5B,9B,199833.690537419
7937,938,Y,5B,9B,203667.882986251
8892,1526,Y,5B,9B,221224.963446794
5400,1056,Y,5B,9B,207963.076134414
5600,1044,Y,5B,9B,232535.970707951
9600,1701,Y,5B,9B,182146.090806008
11600,1158,Y,5B,9B,222040.690835004
8461,860,Y,5B,9B,195956.811506432
8405,1248,Y,5B,9B,258128.100738289
9600,987,Y,5B,9B,249442.948259253
10800,1564,Y,5B,9B,235861.645416241
10421,1392,Y,5B,9B,309194.89564095
9187,1060,Y,5B,9B,184559.091785732
2001,1196,Y,5B,9B,206588.758067532
8064,840,Y,5B,9B,238670.127197552
8899,1535,Y,5B,9B,230970.876783464
7861,848,Y,5B,9B,205920.517299458
1890,1960,Y,5B,9B,278787.714281896
16226,2515,Y,5B,9B,325594.868008243
8200,1552,N,5B,9B,203283.355882136
5062,1337,Y,5B,9B,167610.103819861
9000,1392,Y,5B,9B,202313.50804609
11600,1386,N,5B,9B,193782.671692988
8012,1428,Y,5B,9B,199633.040559064
7420,1728,Y,5B,9B,223228.374999874
7200,1057,N,5B,9B,187901.812691902
2117,912,Y,5B,9B,212732.12801138
12257,2158,Y,5B,9B,304769.077734239
8366,1047,Y,5B,9B,207802.806154869
5790,980,N,5B,9B,228391.644430148
7200,1436,Y,5B,9B,243652.463376241
7922,1739,N,5B,9B,229928.353159109
8777,1484,Y,5B,9B,215374.427505296
1680,2448,Y,5B,9B,279815.156782017
6000,1048,Y,5B,9B,194166.601221781
10800,1072,Y,5B,9B,191299.161652823
31770,1034,N,5B,9B,225376.661141791
8450,3608,Y,5B,9B,394415.0824919
5395,1144,Y,5B,9B,175920.00578408
15660,1644,Y,5B,9B,224324.805941784
4500,1578,Y,5B,9B,185609.250250963
10839,1600,N,5B,9B,242476.356339936
8125,1225,Y,5B,9B,221598.158455492
6155,1500,Y,5B,9B,225046.562883342
1680,1111,Y,5B,9B,195978.844678281
11478,800,Y,5B,9B,200680.389245284
8339,2473,Y,5B,9B,310859.984819107
12665,958,Y,5B,9B,203603.744729983
11500,1092,Y,5B,9B,221751.271366329
7226,1734,Y,5B,9B,231597.617969364
7943,2452,Y,5B,9B,303466.664682207
10832,2263,Y,5B,9B,308399.841293399
10421,789,Y,5B,9B,204598.835728901
13600,1709,N,5B,9B,234000.54344683
14191,1535,Y,5B,9B,230052.581556929
10200,2332,Y,5B,9B,321097.046044407
7200,1241,Y,5B,9B,226384.308698067
9196,1412,Y,5B,9B,268192.121841512
6435,1337,Y,5B,9B,190064.786585163
11198,1301,Y,5B,9B,226198.656726331
9375,1639,N,5B,9B,217561.764667212
7851,1363,Y,5B,9B,241724.481750374
3182,2060,Y,5B,9B,272723.907638931
2522,1164,Y,5B,9B,232947.774278546
10355,864,N,5B,9B,238654.007079547
8544,1437,Y,5B,9B,229454.550990445
10150,1365,Y,5B,9B,213959.62494533
10420,2872,Y,5B,9B,322813.735460712
10970,1950,Y,5B,9B,299169.667021898
5687,1344,Y,5B,9B,189312.623415476
12822,1309,Y,5B,9B,207715.853786723
9591,2324,Y,5B,9B,323378.019735351
7795,1456,Y,5B,9B,265552.282602527
12224,1617,Y,5B,9B,282462.576496281
8012,1501,Y,5B,9B,231661.50824317
11143,1131,Y,5B,9B,201827.575046656
2651,1363,Y,5B,9B,219775.406099645
7000,1576,Y,5B,9B,258134.41041701
3182,1077,Y,5B,9B,153465.378405114
10380,1694,Y,5B,9B,279581.397283411
13837,1136,Y,5B,9B,281250.036682605
10637,1114,Y,5B,9B,211834.925875199
159000,999,Y,5B,9B,201807.77180879
9187,1709,Y,5B,9B,244132.152646693
8121,2504,Y,5B,9B,317174.742739678
4438,1228,Y,5B,9B,259702.180527772
9020,1456,Y,5B,9B,283125.249476998
3196,1241,Y,5B,9B,251023.927383355
8480,1691,Y,5B,9B,272888.222887601
9505,1382,Y,5B,9B,220547.885530231
14200,2262,Y,5B,9B,266354.175946623
9612,1766,Y,5B,9B,271982.725979079
12384,1636,Y,5B,9B,218960.515805692
9382,1053,Y,5B,9B,183649.758027571
9000,1414,Y,5B,9B,277635.661642096
9200,1029,Y,5B,9B,224179.697456776
8480,1792,Y,5B,9B,251774.56747017
13265,2087,Y,5B,9B,292591.917540717
8712,1015,Y,5B,9B,212286.294000965
8750,630,Y,5B,9B,228618.05821054
14859,1369,Y,5B,9B,235038.107260991
8125,845,Y,5B,9B,228832.351676717
3922,1872,Y,5B,9B,252898.106482484
14587,2126,Y,5B,9B,293864.585918552
13500,1112,Y,5B,9B,172281.310149534
12155,2020,Y,5B,9B,322727.702075519
14859,1710,Y,5B,9B,263721.626515022
8012,1112,Y,5B,9B,187854.298677443
5604,1683,Y,5B,9B,263908.734317109
17104,1092,Y,5B,9B,222836.087813389
1680,1262,Y,5B,9B,201725.799204507
16059,2113,Y,5B,9B,319839.679211545
2280,1775,Y,5B,9B,222364.621236046
10625,672,Y,5B,9B,215523.988108607
11767,1285,Y,5B,9B,239071.125327561
7000,1971,Y,5B,9B,281136.126773078
9920,1788,Y,5B,9B,242867.093975128
10800,894,Y,5B,9B,176223.442518645
7931,951,Y,5B,9B,245321.39867896
14850,2263,Y,5B,9B,239985.15498493
10420,1316,Y,5B,9B,246445.746568415
9950,848,Y,5B,9B,247108.024629477
9600,1588,Y,5B,9B,210391.7785734
7200,1481,Y,5B,9B,216782.657961425
11885,1268,Y,5B,9B,228005.776893349
14215,980,Y,5B,9B,227477.013594008
11670,1517,Y,5B,9B,202375.160519463
9600,1068,Y,5B,9B,196476.181785305
12224,938,Y,5B,9B,268939.396226408
8973,1776,Y,5B,9B,234714.477525402
5784,999,Y,5B,9B,233524.343129541
7540,1960,Y,5B,9B,337920.371477161
6993,2127,N,5B,9B,282159.231733829
15138,1470,Y,5B,9B,245153.913107165
12772,1501,Y,5B,9B,212061.331334452
4671,1097,Y,5B,9B,197333.253391948
5720,2097,Y,4B,8B,235524.510507733
9525,816,Y,4B,8B,173518.680265119
50271,894,Y,4B,8B,305814.318726254
11184,1590,Y,4B,8B,191357.927681692
9900,1092,Y,4B,8B,135536.854382481
9135,1683,Y,4B,8B,212923.008508824
17423,1724,Y,4B,8B,169213.662127305
7264,1577,Y,4B,8B,173603.844786852
9675,1382,Y,4B,8B,178049.000648436
2308,1053,Y,4B,8B,168400.900118133
9600,1355,Y,4B,8B,196627.545141732
11844,1375,Y,4B,8B,161350.703801779
8393,1412,Y,4B,8B,211123.321062728
7150,1867,Y,4B,8B,196340.812956379
5687,1470,Y,4B,8B,205375.845544084
8846,2217,Y,4B,8B,287666.416139805
9200,1968,Y,4B,8B,204340.160802214
10880,1698,Y,4B,8B,169241.616620179
10880,1714,Y,4B,8B,251965.240199066
9100,968,Y,4B,8B,161646.081243567
4928,988,Y,4B,8B,106941.788427534
9873,2090,Y,4B,8B,300981.277264286
34650,1786,N,4B,8B,268646.776395438
13159,1126,Y,4B,8B,238152.723814161
8880,1484,Y,4B,8B,188934.060025854
9286,1336,Y,4B,8B,169774.363801456
3951,1479,Y,4B,8B,190828.243521163
8500,1068,Y,4B,8B,225123.659179144
2280,2713,Y,5B,2A,118921.658351353
13891,1718,Y,5B,2A,104638.980547386
10000,1635,Y,5B,2A,162528.392618105
